"Right_Pupil_Size_Min","Left_Pupil_Size_SK","Left_Pupil_Size_Kurt","Right_Pupil_Size_SK","Right_Pupil_Size_Kurt","Y_Fixation_Data_Mean","Y_Fixation_Data_SD","AVG_Blink_Per_Minute","X_Fixation_Data_Var","X_Fixation_Data_SD","AVG_Saccade_Velocity","Y_Fixation_Data_SK","Fixation_Count","Blink_Count","X_Fixation_Data_Max","Y_Fixation_Data_Var","Y_Fixation_Data_Kurt","Left_Pupil_Size_Max","Right_Pupil_Size_Max","AVG_Saccade_Latency","X_Fixation_Data_Min","Class"
0.676292561183511,0.519559872591173,0.172420243265456,0.5684663083339,0.444485643804586,0.13792447522719,0.672436031116942,0.303021756348748,0.43388184432581,0.451583981512063,0.937988207615315,0.68947614560328,0.766561645382258,0.374450206212374,0.593102195141657,0.990034606014354,0.0249835046214054,0.639624423953577,0.292868159056247,0.990300605511222,0.521763219594771,"1"
0.46405216756627,0.519559872591173,0.172420243265456,0.449119474676913,0.217552415120213,0.498962331268006,0.500270355751803,0.708724858422545,0.668328127725546,0.613843260232958,0.091876553988987,0.826044771328937,0.168310818683786,0.684255338606571,0.60350795032653,0.972658719956852,0.0714858790145242,0.714921801826522,0.462429586978351,0.111993009570747,0.521763219594771,"1"
0.325772066582229,0.6693393363663,0.0387124899381244,0.393498451654377,0.675486192535667,0.850339489572744,0.905380702511647,0.650890494980092,0.789116010022189,0.634998062774287,0.526407872695531,0.316374094415006,0.168310818683786,0.894345026801411,0.560982544048494,0.90153895390136,0.973839734121168,0.546378945990413,0.265830694035353,0.339397904724136,0.521763219594771,"1"
0.330984658612759,0.0915130439323206,0.807641426550159,0.310171286008689,0.489358726683892,0.640328181264553,0.827388522837745,0.442667760217415,0.678559250324047,0.474291211301165,0.951481507051026,0.705758725448745,0.766561645382258,0.597329262727422,0.593102195141657,0.990034606014354,0.0249835046214054,0.672733846994319,0.453517393574988,0.960348882499489,0.521763219594771,"1"
0.20633159567665,0.119038872451557,0.927797405731689,0.165973509355016,0.548400216690091,0.832063514621643,0.968609641781517,0.209880144302651,0.45158439132035,0.491387512239026,0.864669229078264,0.749819336356724,0.024596991144854,0.234527238713127,0.785462782785119,0.652690733548867,0.703753820220228,0.606831353309579,0.292868159056247,0.816668416308697,0.521763219594771,"1"
0.54575868774631,0.619785590404987,0.718091670094299,0.590562370256563,0.675782365339441,0.694501610023177,0.97921751428006,0.551442880952761,0.713339672263367,0.634998062774287,0.786632042441054,0.721139141596689,0.297149551607601,0.7362898099975,0.964289857096788,0.845716865514778,0.206866648667298,0.290198827971583,0.265830694035353,0.643835082606477,0.521763219594771,"1"
0.146294669713712,0.144473991143291,0.885098979714281,0.226266136743258,0.851131476965213,0.529065127643662,0.471557137235278,0.443467781814973,0.414035099324939,0.583455514341144,0.724454432726115,0.366318997235369,0.487635208727738,0.378410411279259,0.760365373990455,0.909063711991954,0.216835106051625,0.393319899704575,0.00508734543426853,0.0493992065522564,0.521763219594771,"1"
0.840868881326561,0.95084168646383,0.226120108927334,0.23343297484313,0.697674760316773,0.464562954090585,0.560250160667385,0.643207300957583,0.341511294849751,0.321837392170542,0.954482776624225,0.898587662116909,0.443873216707258,0.646899962767193,0.78297453528553,0.756949022493844,0.0881513243319729,0.663912824793864,0.544803759484865,0.406591545944976,0.521763219594771,"1"
0.508774470624552,0.97950154678682,0.978862813093479,0.363385092631822,0.511851914309463,0.723575189669856,0.400161147433527,0.505058736241753,0.419508312868038,0.643006236305019,0.954482776624225,0.68491061798259,0.704995614510574,0.566206515628707,0.530779518395875,0.590180750312035,0.131089399606346,0.544488556437446,0.0234740133003942,0.958141332700757,0.521763219594771,"1"
0.484091293967996,0.119038872451557,0.927797405731689,0.270706056318696,0.650001941455539,0.285982439856014,0.292159604503302,0.392444930744264,0.61785100960849,0.446506175427873,0.676075492028571,0.546069509602934,0.725812456184733,0.164917734184289,0.752607545246879,0.901024157298499,0.0192760783387117,0.390958462939981,0.408124599244414,0.100643397220024,0.521763219594771,"1"
0.387118399479811,0.958576589582971,0.143822399560595,0.345127897932334,0.489490144982737,0.395415980779191,0.448043873691962,0.490178758442857,0.523276696891086,0.501804951685781,0.586541666049449,0.585237807076548,0.725812456184733,0.429500747714953,0.635978617803283,0.489142759486175,0.230697167322775,0.609296710343266,0.978462468472983,0.414745530518436,0.521763219594771,"1"
0.554981721779845,0.868077058000076,0.353167822631298,0.39643980882491,0.405311525134678,0.672379015858496,0.161944186721905,0.611146521668137,0.479234306855007,0.282679799319165,0.831621778972372,0.77014603773571,0.168310818683786,0.789085572143755,0.749511318039815,0.902147095047055,0.0866090742674967,0.530084467616076,0.453517393574988,0.684537795175161,0.521763219594771,"1"
0.55413909403544,0.0307444508144392,0.999663202984442,0.248929449605562,0.695660194479921,0.32312031674813,0.960121577941114,0.674812206900372,0.585721965349948,0.547432741413784,0.154607215541144,0.510553029705828,0,0.937270991234852,0.609353526253295,0.364978642852951,0.207829390125216,0.221268570626346,0.410008356980198,0.643835082606477,0.521763219594771,"1"
0.233636781801882,0.0121958559813599,0.417172069207421,0.171191213534633,0.745434275582589,0.576263437641344,0.968609641781517,0.448935082304273,0.646987616604366,0.551675855035092,0.971239768703383,0.33219243608758,0.432819401519442,0.213641393250507,0.815299773202545,0.96907489045986,0.0770728270627497,0.604017981383635,0.82954908027811,0.22302330988274,0.521763219594771,"1"
0.702766895302003,0.0120941022281175,0.750622745009145,0.414654501373239,0.261470414758506,0.679773435432097,0.161078525506966,0.654695925895646,0.738689172527213,0.710139179615001,0.617605869669968,0.892443991438355,0.121367035301574,0.518150415851356,0.880876060306319,0.415233097986262,0.0754931954134736,0.692301739415416,0.783653746019445,0.32265411598532,0.521763219594771,"1"
0.522302319817674,0.815377792298828,0.120857433625009,0.350215263828166,0.241939572962111,0.672379015858496,0.334161617381719,0.553980188121138,0.486513351475567,0.56789626086755,0.709675333591864,0.57045473711099,0.432819401519442,0.450929414590735,0.774118173085389,0.89925064242684,0.455075719573341,0.373074515765192,0.234537182371824,0.406591545944976,0.521763219594771,"1"
0.842844671368651,0.817546582554064,0.0369995983435058,0.553576191820903,0.380434424410717,0.725428828809996,0.21947128745876,0.256070577679462,0.843937255366999,0.576613113021671,0.494603756564708,0.755117954194921,0.14815762067026,0.124991725114105,0.877658162626831,0.896180532798269,0.0490346588257284,0.766722723372193,0.640089390658143,0.990300605511222,0.521763219594771,"1"
0.265875823404773,0.144473991143291,0.885098979714281,0.418795877836736,0.653522230605333,0.477200586382175,0.803291393044449,0.836186300342114,0.26583884153107,0.172228700167661,0.513265600095814,0.781769119101448,0.242627582216375,0.767964931440668,0.316909599182353,0.496717641754949,0.167280505683964,0.139887458381976,0.234537182371824,0.278282964015907,0.521763219594771,"1"
0.7332018930675,0.857954827234433,0.734692298247508,0.396202210891517,0.419622659301873,0.492712161947358,0.390892797815661,0.628584744470665,0.807485551744961,0.623295695999956,0.974061474592016,0.976613711171526,0.649687082185155,0.725634403381698,0.741245960006118,0.97737616325586,0.0508265778752711,0.806423580459429,0.353389581012727,0.696349394229343,0.521763219594771,"1"
0.771989666102027,0.817546582554064,0.0369995983435058,0.358377471118522,0.487568540190101,0.620960824738713,0.832262198212653,0.657093309554038,0.698377563441243,0.569468486152698,0.0243091684486671,0.833804985638199,0.488313199209571,0.503381917910004,0.689929209741405,0.853010010383494,0.0145500577892082,0.477881121028466,0.292868159056247,0.812563594171087,0.521763219594771,"1"
0.443371370119407,0.958257122409611,0.187529621808322,0.234593262280586,0.688375944474353,0.729265624600586,0.448043873691962,0.52116621534341,0.866309462479238,0.651507318386039,0.709675333591864,0.538877974414131,0.704995614510574,0.526280506558523,0.530779518395875,0.590180750312035,0.131089399606346,0.551238434256842,0.997060050444799,0.406591545944976,0.521763219594771,"1"
0.444803225722808,0.720984094953224,0.0894983904775058,0.286165785654718,0.672779246390046,0.669989066033386,0.471557137235278,0.504537394351188,0.452222767938145,0.241470716577079,0.504828580339565,0.519582674321694,0.190145850574295,0.46310534082312,0.937888558568514,0.97603193676052,0.0521303933708234,0.490799537114883,0.410008356980198,0.591965279205922,0.444293684792847,"1"
0.4137117496319,0.0167562805899009,0.996754296381986,0.296176851544004,0.665100755835295,0.773177608786549,0.560250160667385,0.310431226185825,0.627323313515425,0.393333717753376,0.033970091789677,0.553210056221579,0.443873216707258,0.382316949236529,0.78297453528553,0.756949022493844,0.0881513243319729,0.387189108420718,0.0234740133003942,0.479388383696862,0.0277426393178081,"1"
0.401836252405024,0.95084168646383,0.226120108927334,0.305013947466585,0.4670667465529,0.608605525392192,0.613705898357964,0.246771624054172,0.52450118973911,0.447562824784083,0.70468209339207,0.481315254935868,0.0820027309653693,0.198933549744632,0.49628120465993,0.679033797588349,0.115396426017487,0.438257815714397,0.339678087036219,0.509980268228931,0.521763219594771,"1"
0.567911572563919,0.817546582554064,0.0369995983435058,0.488449511049431,0.437915426628341,0.621490573506218,0.613705898357964,0.119827348962031,0.47242629602494,0.478974300291134,0.786632042441054,0.834049781129217,0.132255191459852,0.124991725114105,0.684114492746729,0.711003664102652,0.037407597168992,0.743567892376615,0.997060050444799,0.571199824035146,0.521763219594771,"1"
0.747443627730514,0.233474948593322,0.801864943966933,0.215921770397947,0.83194291060134,0.608473166218571,0.49888522905673,0.367663482823183,0.837250520644677,0.883573799584672,0.401543817130619,0.834095967157192,0.432819401519442,0.245231729701941,0.774118173085389,0.89925064242684,0.455075719573341,0.57070497052587,0.828045576126485,0.143193808809732,0.521763219594771,"1"
0.194878581940706,0.0167562805899009,0.996754296381986,0.355877855622379,0.691723987193507,0.730105624751538,0.291067080212348,0.445282553917678,0.65540064919304,0.548478606697139,0.709675333591864,0.596162607200901,0.407325167979548,0.646899962767193,0.573220434504943,0.956537251948121,0.154656985122536,0.637902907973759,0.544803759484865,0.898363635484704,0.125423212812022,"1"
0.25853902746788,0.390647022012113,0.468861400792837,0.270747838656279,0.734460892659704,0.55880668950383,0.292159604503302,0.383956335266593,0.421919823894212,0.267814395698986,0.0652717499752754,0.631860402824725,0.949110934193229,0.50020914749898,0.990259187203405,0.717715611723859,0.0341547069571337,0.272684845202719,0.367071783313809,0.857537218830779,0.521763219594771,"1"
0.474152154104011,0.878184175475949,0.198770863902807,0.44008487235386,0.47683252686511,0.810451503664088,0.613705898357964,0.624117872253206,0.583000696346804,0.8735861815082,0.476260314549428,0.975950566327154,0.267136980849881,0.429500747714953,0.926880130018948,0.541204992177813,0.316717082061541,0.614624866440296,0.353389581012727,0.571199824035146,0.521763219594771,"1"
0.474497971300549,1,0.526920894988458,0.344408368474532,0.725553737043685,0.636443171947186,0.448043873691962,0.715935599013262,0.677049043684653,0.533021933723769,0.937133326568514,0.376713699087293,0.809194415272647,0.831032578143536,0.99454411635419,0.941854380157719,0.0575044770257018,0.510988451197715,0.435530208187181,0.344988295526008,0.521763219594771,"1"
